,,,Throw Away,Justine Price,Pass,Nick Vetvut,Pass,Justine Price,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Neena Sidhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Nick Theriault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Sebastien Belanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Sebastien Belanger,Pass,Justine Price,Pass,Sebastien Belanger,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Nick Theriault,Pass,Amos Lee,Pass,Nick Theriault,Pass,Erik Burton,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Steve Chow,Pass,Stephanie White,Pass,Steve Chow,Pass,Jeff Hunt,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Amos Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Erik Burton,Pass,Amos Lee,Pass,Tanya Gallant,Pass,Amos Lee,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Stephanie White,Pass,Nick Vetvut,Pass,Jeff Hunt,Pass,Sebastien Belanger,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Clare Gee,Pass,Tanya Gallant,Pass,Erik Burton,Pass,Nick Theriault,Pass,Clare Gee,Pass,Tanya Gallant,Pass,Erik Burton,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Nick Vetvut,Pass,Sebastien Belanger,Pass,Steve Chow,Pass,Sebastien Belanger,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Neena Sidhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Neena Sidhu,Pass,Megan Berry,Pass,Amos Lee,Pass,Neena Sidhu,Pass,Megan Berry,Pass,Greg Probe,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Sebastien Belanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Tanya Gallant,Pass,Clare Gee,Pass,Matthew Smith,Pass,Tanya Gallant,Pass,Nick Theriault,Pass,Tanya Gallant,Pass,Matthew Smith,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Nick Vetvut,Pass,Jeff Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Geoff Liu,Pass,Megan Berry,Pass,Amos Lee,Pass,Greg Probe,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Steve Chow,Pass,Chris Tran,Pass,Steve Chow,Pass,Stephanie White,Pass,Chris Tran,Pass,Steve Chow,Pass,Chris Tran,Pass,Steve Chow,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Megan Berry,Pass,Nick Theriault,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Stephanie White,Pass,Jeff Hunt,Pass,Justine Price,Pass,Kevin Hughes,Pass,Justine Price,Pass,Sebastien Belanger,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Amos Lee,Pass,Clare Gee,Pass,Greg Probe,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Justine Price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Clare Gee,Pass,Nick Theriault,Pass,Erik Burton,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Steve Chow,Pass,Kevin Hughes,Pass,Steve Chow,Pass,Sebastien Belanger,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Neena Sidhu,Pass,Nick Theriault,Pass,Megan Berry,Pass,Neena Sidhu,Pass,Megan Berry,Pass,Nick Theriault,Pass,Megan Berry,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Justine Price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Jay Thor Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Stephanie White,Pass,Justine Price,Pass,Nick Vetvut,Pass,Justine Price,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Greg Probe,Pass,Tanya Gallant,Pass,Matthew Smith,Pass,Clare Gee,Pass,Jay Thor Turner,Pass,Greg Probe,Pass,Erik Burton,Pass,Tanya Gallant,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Nick Vetvut,Pass,Justine Price,Pass,Nick Vetvut,Pass,Chris Tran,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Nick Theriault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Melissa Martel,Pass,Justine Price,Pass,Steve Chow,Pass,Kevin Hughes,Pass,Sebastien Belanger,Pass,Justine Price,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Greg Probe,Pass,Geoff Liu,Pass,Erik Burton,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Kevin Hughes,Pass,Sebastien Belanger,Pass,Steve Chow,Pass,Nick Vetvut,Pass,Steve Chow,Pass,Justine Price,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Tanya Gallant,Pass,Amos Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Stephanie White,Pass,Melissa Martel,Pass,Sebastien Belanger,Pass,Stephanie White,Pass,Sebastien Belanger,Pass,Edwin Wong,Pass,Jeff Hunt,Pass,Stephanie White,Pass,Jeff Hunt,Pass,Sebastien Belanger,Pass,Edwin Wong,Pass,Sebastien Belanger,Pass,Jeff Hunt,Pass,Sebastien Belanger,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Nick Theriault,Pass,Clare Gee,Pass,Amos Lee,Pass,Matthew Smith,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Edwin Wong,Pass,Jeff Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sides,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pull,Steve Chow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Megan Berry,Pass,Erik Burton,Pass,Megan Berry,Pass,Matthew Smith,Pass,Megan Berry,Pass,Neena Sidhu,Pass,Amos Lee,Pass,Erik Burton,Pass,Amos Lee,Pass,Erik Burton,Pass,Amos Lee,Pass,Erik Burton,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Sebastien Belanger,Pass,Edwin Wong,Pass,Justine Price,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Erik Burton,Pass,Nick Theriault,Pass,Tanya Gallant,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Kevin Hughes,Pass,Steve Chow,Pass,Sebastien Belanger,Pass,Stephanie White,Pass,Jeff Hunt,Pass,Kevin Hughes,Pass,Sebastien Belanger,Pass,Steve Chow,Pass,Sebastien Belanger,Pass,Steve Chow,Pass,Sebastien Belanger,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Erik Burton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Stephanie White,Pass,Justine Price,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Neena Sidhu,Pass,Geoff Liu,Pass,Nick Theriault,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Steve Chow,Pass,Justine Price,Pass,Jeff Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Jay Thor Turner,Pass,Amos Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Jeff Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Jeff Hunt,Pass,Stephanie White,Pass,Nick Vetvut,Pass,Sebastien Belanger,Pass,Jeff Hunt,Pass,Sebastien Belanger,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Jay Thor Turner,Pass,Erik Burton,Pass,Tanya Gallant,Pass,Greg Probe,Pass,Tanya Gallant,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Sebastien Belanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Neena Sidhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Matthew Smith,Pass,Megan Berry,Pass,Neena Sidhu,Pass,Megan Berry,Pass,Erik Burton,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Steve Chow,Pass,Jeff Hunt,Pass,Nick Vetvut,Pass,Melissa Martel,Pass,Jeff Hunt,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Matthew Smith,Pass,Megan Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Kevin Hughes,Pass,Stephanie White,Pass,Sebastien Belanger,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Clare Gee,Pass,Nick Theriault,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Steve Chow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Steve Chow,Pass,Justine Price,Pass,Jeff Hunt,Pass,Nick Vetvut,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Amos Lee,Pass,Nick Theriault,Pass,Erik Burton,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Justine Price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Justine Price,Pass,Steve Chow,Pass,Justine Price,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Amos Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Nick Theriault,Pass,Amos Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Kevin Hughes,Pass,Justine Price,Pass,Sebastien Belanger,Pass,Justine Price,Pass,Chris Tran,Pass,Justine Price,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Amos Lee,Pass,Nick Theriault,Pass,Amos Lee,Pass,Erik Burton,Pass,Nick Theriault,Pass,Erik Burton,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Justine Price,Pass,Jeff Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Geoff Liu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Megan Berry,Pass,Erik Burton,Pass,Geoff Liu,Pass,Greg Probe,Pass,Erik Burton,Pass,Greg Probe,Pass,Neena Sidhu,Pass,Geoff Liu,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Edwin Wong,Pass,Sebastien Belanger,Pass,Steve Chow,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Matthew Smith,Pass,Nick Theriault,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Jeff Hunt,Pass,Justine Price,Pass,Melissa Martel,Pass,Sebastien Belanger,Pass,Edwin Wong,Pass,Jeff Hunt,Pass,Justine Price,Pass,Steve Chow,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Greg Probe,Pass,Geoff Liu,Pass,Megan Berry,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Steve Chow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Melissa Martel,Pass,Kevin Hughes,Pass,Steve Chow,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Geoff Liu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Sebastien Belanger,Pass,Justine Price,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Neena Sidhu,Pass,Megan Berry,Pass,Erik Burton,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Kevin Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Kevin Hughes,Pass,Steve Chow,Pass,Justine Price,Pass,Steve Chow,Pass,Kevin Hughes,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Nick Theriault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Melissa Martel,Pass,Jeff Hunt,Pass,Edwin Wong,Pass,Sebastien Belanger,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Karma Down Under vs. Conflict of Interest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,,1st half,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,,2nd half,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,,Score,22,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pull,Alex Bush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Amelia Keenan,Pass,Andrew W Cameron,Pass,Shubho Bo Biswas,Pass,Douglas Brierley,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Elise Milbradt,Pass,Geofford Seaborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Dan Shaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Shubho Bo Biswas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Christopher LaFleur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Dan Shaver,Pass,Andrew W Cameron,Pass,Shubho Bo Biswas,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Kindha Gorman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Andrea Proulx,Pass,Shubho Bo Biswas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,John Zwanenburg,Pass,Kris Bergmann,Pass,Christopher LaFleur,Pass,Geofford Seaborn,Pass,John Zwanenburg,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Andrea Proulx,Pass,Jean Surette,Pass,Ian Ewing,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Kindha Gorman,Pass,Alex Bush,Pass,Jason Fraser,Pass,Alex Bush,Pass,Stephen Close,Pass,Alex Bush,Pass,Stephen Close,Pass,Kindha Gorman,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
