,,"Karma Down Under_VS_Dump, Swing, Huck, Repeat_2015-01-05_20_15_27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,,2nd half,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,,Score,18,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pull,Tanya Gallant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Kevin Hughes,Pass,Christopher LaFleur,Pass,Justine Price,Pass,Chris Tran,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Andrew Smith,Pass,Christopher Keates(S),Pass,Matt Masse(S),Pass,Christopher Keates(S),Pass,Hope Celani,Pass,Clare Gee,Pass,Matt Masse(S),,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Kyle Sprysa,Pass,Kevin Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Amos Lee,Pass,Matt Masse(S),Pass,Amos Lee,Pass,Ivan Sabourin,Pass,Amos Lee,Pass,Tanya Gallant,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Chris Tran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Chris Tran,Pass,Kevin Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Amos Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Andrew McGregor,Pass,Tanya Gallant,Pass,Matt Masse(S),Pass,Ivan Sabourin,Pass,Megan Berry,Pass,Amos Lee,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Kevin Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Kevin Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Megan Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Amos Lee,Pass,Andrew McGregor,Pass,Megan Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Chris Tran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Amos Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Amos Lee,Pass,Megan Berry,Pass,Tanya Gallant,Pass,Amos Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Justine Price,Pass,Sebastien Belanger,Pass,Christine Beals,Pass,Justine Price,Pass,Edwin Wong,Pass,Sebastien Belanger,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Greg Probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Sebastien Belanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Nick Vetvut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Christopher Keates(S),Pass,Greg Probe,Pass,Clare Gee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Christine Beals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Dan Shaver,Pass,Justine Price,Pass,Sebastien Belanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Amos Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Justine Price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Christopher LaFleur,Pass,Kevin Hughes,Pass,Andrea Proulx(S),Pass,Chris Tran,Pass,Kevin Hughes,Pass,Andrea Proulx(S),Pass,Chris Tran,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Hope Celani,Pass,Clare Gee,Pass,Andrew Smith,Pass,Matt Masse(S),,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Sebastien Belanger,Pass,Dan Shaver,Pass,Nick Vetvut,Pass,Andrea Proulx(S),Pass,Christine Beals,Pass,Sebastien Belanger,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Greg Probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Christine Beals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Chris Tran,Pass,Justine Price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Christopher Keates(S),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Tanya Gallant,Pass,Megan Berry,Pass,Andrew McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Chris Tran,Pass,Justine Price,Pass,Kevin Hughes,Pass,Justine Price,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Amos Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Christopher Keates(S),Pass,Megan Berry,Pass,Amos Lee,Pass,Megan Berry,Pass,Christopher Keates(S),Pass,Andrew McGregor,Pass,Tanya Gallant,Pass,Amos Lee,Pass,Christopher Keates(S),Pass,Greg Probe,Pass,Amos Lee,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Justine Price,Pass,Chris Tran,Pass,Sebastien Belanger,Pass,Chris Tran,Pass,Sebastien Belanger,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Amos Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Tanya Gallant,Pass,Andrew McGregor,Pass,Christopher Keates(S),Pass,Amos Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Nick Vetvut,Pass,Andrea Proulx(S),Pass,Dan Shaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Ivan Sabourin,Pass,Andrew McGregor,Pass,Andrew Smith,Pass,Andrew McGregor,Pass,Matt Masse(S),Pass,Andrew Smith,Pass,Matt Masse(S),,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Edwin Wong,Pass,Justine Price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Matt Masse(S),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Hope Celani,Pass,Ivan Sabourin,Pass,Matt Masse(S),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Kevin Hughes,Pass,Andrea Proulx(S),Pass,Chris Tran,Pass,Andrea Proulx(S),Pass,Christopher LaFleur,Pass,Andrea Proulx(S),Pass,Chris Tran,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Amos Lee,Pass,Andrew McGregor,Pass,Clare Gee,Pass,Ivan Sabourin,Pass,Amos Lee,Pass,Andrew Smith,Pass,Amos Lee,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Kevin Hughes,Pass,Sebastien Belanger,Pass,Chris Tran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Matt Masse(S),Pass,Christopher Keates(S),Pass,Greg Probe,Pass,Christopher Keates(S),,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Sebastien Belanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Andrea Proulx(S),Pass,Justine Price,Pass,Chris Tran,Pass,Sebastien Belanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Greg Probe,Pass,Megan Berry,Pass,Greg Probe,Pass,Christopher Keates(S),Pass,Greg Probe,Pass,Andrew McGregor,Pass,Matt Masse(S),Pass,Andrew McGregor,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Nick Vetvut,Pass,Andrea Proulx(S),Pass,Nick Vetvut,Pass,Dan Shaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Amos Lee,Pass,Christopher Keates(S),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Andrea Proulx(S),Pass,Nick Vetvut,Pass,Edwin Wong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Christopher Keates(S),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Amos Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Edwin Wong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Andrea Proulx(S),Pass,Dan Shaver,Pass,Andrea Proulx(S),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Christopher Keates(S),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Christopher Keates(S),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Edwin Wong,Pass,Nick Vetvut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Megan Berry,Pass,Andrew McGregor,Pass,Andrew Smith,Pass,Tanya Gallant,Pass,Greg Probe,Pass,Andrew McGregor,Pass,Greg Probe,Pass,Matt Masse(S),Pass,Greg Probe,Pass,Tanya Gallant,Pass,Greg Probe,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Nick Vetvut,Pass,Sebastien Belanger,Pass,Justine Price,Pass,Andrea Proulx(S),Pass,Justine Price,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Tanya Gallant,Pass,Megan Berry,Pass,Greg Probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Kyle Sprysa,Pass,Christopher LaFleur,Pass,Andrea Proulx(S),Pass,Kyle Sprysa,Pass,Chris Tran,Pass,Christopher LaFleur,Pass,Chris Tran,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Christopher Keates(S),Pass,Hope Celani,Pass,Ivan Sabourin,Pass,Clare Gee,Pass,Amos Lee,Pass,Andrew McGregor,Pass,Christopher Keates(S),Pass,Andrew McGregor,Pass,Clare Gee,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Chris Tran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Tanya Gallant,Pass,Matt Masse(S),Pass,Tanya Gallant,Pass,Matt Masse(S),Pass,Christopher Keates(S),,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Kyle Sprysa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Kyle Sprysa,Pass,Andrea Proulx(S),Pass,Kyle Sprysa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sides,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pull,Sebastien Belanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Hope Celani,Pass,Amos Lee,Pass,Andrew McGregor,Pass,Clare Gee,Pass,Amos Lee,Pass,Clare Gee,Pass,Amos Lee,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Nick Vetvut,Pass,Dan Shaver,Pass,Sebastien Belanger,Pass,Justine Price,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Amos Lee,Pass,Tanya Gallant,Pass,Greg Probe,Pass,Tanya Gallant,Pass,Greg Probe,Pass,Amos Lee,Pass,Matt Masse(S),Pass,Amos Lee,Pass,Matt Masse(S),,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Christine Beals,Pass,Kevin Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Ivan Sabourin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Ivan Sabourin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Andrea Proulx(S),Pass,Chris Tran,Pass,Kevin Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Amos Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Matt Masse(S),Pass,Amos Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Justine Price,Pass,Nick Vetvut,Pass,Dan Shaver,Pass,Justine Price,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Clare Gee,Pass,Christopher Keates(S),Pass,Hope Celani,Pass,Christopher Keates(S),Pass,Andrew McGregor,Pass,Christopher Keates(S),Pass,Andrew McGregor,Pass,Hope Celani,Pass,Clare Gee,Pass,Christopher Keates(S),,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Dan Shaver,Pass,Sebastien Belanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Andrew Smith,Pass,Christopher Keates(S),Pass,Clare Gee,Pass,Hope Celani,Pass,Matt Masse(S),Pass,Hope Celani,Pass,Clare Gee,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Justine Price,Pass,Dan Shaver,Pass,Sebastien Belanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Christopher Keates(S),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Nick Vetvut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Andrea Proulx(S),Pass,Edwin Wong,Pass,Sebastien Belanger,Pass,Justine Price,Pass,Dan Shaver,Pass,Nick Vetvut,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Amos Lee,Pass,Christopher Keates(S),Pass,Megan Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Sebastien Belanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Tanya Gallant,Pass,Andrew Smith,Pass,Ivan Sabourin,Pass,Matt Masse(S),,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Edwin Wong,Pass,Sebastien Belanger,Pass,Christine Beals,Pass,Edwin Wong,Pass,Dan Shaver,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Amos Lee,Pass,Andrew McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Christopher LaFleur,Pass,Kyle Sprysa,Pass,Chris Tran,Pass,Kevin Hughes,Pass,Justine Price,Pass,Kevin Hughes,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Greg Probe,Pass,Megan Berry,Pass,Greg Probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Christine Beals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Nick Vetvut,Pass,Edwin Wong,Pass,Sebastien Belanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Ivan Sabourin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Dan Shaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Andrea Proulx(S),Pass,Dan Shaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Christopher Keates(S),Pass,Matt Masse(S),Pass,Andrew McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Andrea Proulx(S),Pass,Sebastien Belanger,Pass,Edwin Wong,Pass,Justine Price,Pass,Andrea Proulx(S),Pass,Justine Price,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Tanya Gallant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Ivan Sabourin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Sebastien Belanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Edwin Wong,Pass,Justine Price,Pass,Sebastien Belanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Amos Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Justine Price,Pass,Dan Shaver,Pass,Justine Price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Greg Probe,Pass,Andrew Smith,Pass,Greg Probe,Pass,Amos Lee,Pass,Ivan Sabourin,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Justine Price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Andrea Proulx(S),Pass,Sebastien Belanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Andrew Smith,Pass,Amos Lee,Pass,Tanya Gallant,Pass,Amos Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Justine Price,Pass,Chris Tran,Pass,Justine Price,Pass,Andrea Proulx(S),Pass,Justine Price,Pass,Chris Tran,Pass,Andrea Proulx(S),Pass,Sebastien Belanger,Pass,Andrea Proulx(S),Pass,Sebastien Belanger,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Andrew McGregor,Pass,Matt Masse(S),Pass,Christopher Keates(S),Pass,Clare Gee,Pass,Ivan Sabourin,Pass,Clare Gee,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Kevin Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Christopher LaFleur,Pass,Kevin Hughes,Pass,Andrea Proulx(S),Pass,Chris Tran,Pass,Kevin Hughes,Pass,Christine Beals,Pass,Kevin Hughes,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Christopher Keates(S),Pass,Amos Lee,Pass,Megan Berry,Pass,Tanya Gallant,Pass,Greg Probe,Pass,Andrew Smith,Pass,Greg Probe,Pass,Amos Lee,Pass,Greg Probe,Pass,Christopher Keates(S),Pass,Greg Probe,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Chris Tran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Matt Masse(S),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Matt Masse(S),Pass,Andrew McGregor,Pass,Matt Masse(S),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Christopher LaFleur,Pass,Kyle Sprysa,Pass,Andrea Proulx(S),Pass,Chris Tran,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Megan Berry,Pass,Andrew McGregor,Pass,Greg Probe,Pass,Andrew McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Kyle Sprysa,Pass,Justine Price,Pass,Chris Tran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Tanya Gallant,Pass,Amos Lee,Pass,Andrew McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
