,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Carissa Wong,Pass,Amelia Keenan,Pass,Christian Hamel,Pass,Mehmet Karman,Pass,Christian Hamel,Pass,Jean Surette,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Sandra Hanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,James King,Pass,Christopher Vickers,Pass,Celine Dumais,Pass,Matt Masse,Pass,Christopher Kraft,Pass,James King,Pass,Matt Masse,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Amelia Keenan,Pass,Mehmet Karman,Pass,Douglas Brierley,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Celine Dumais,Pass,Matt Masse,Pass,James King,Pass,Sandra Hanson,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Amelia Keenan,Pass,Shubho Bo Biswas,Pass,Carissa Wong,Pass,Shubho Bo Biswas,Pass,Dan Shaver,Pass,Shubho Bo Biswas,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Kirsten Querbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Al Colantonio,Pass,Will Leckie,Pass,Al Colantonio,Pass,Will Leckie,Pass,Mark Donahue,Pass,Celine Dumais,Pass,James King,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Christian Hamel,Pass,Mehmet Karman,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Christopher Vickers,Pass,Matt Masse,Pass,Christopher Kraft,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Carissa Wong,Pass,Mehmet Karman,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Kirsten Querbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Sandra Hanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Mehmet Karman,Pass,Amelia Keenan,Pass,Christian Hamel,Pass,Douglas Brierley,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Christopher Kraft,Pass,Al Colantonio,Pass,Christopher Vickers,Pass,Sandra Hanson,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Christian Hamel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Douglas Brierley,Pass,Jean Surette,Pass,Christian Hamel,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Sandra Hanson,Pass,Christopher Vickers,Pass,Matt Masse,Pass,Al Colantonio,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Carissa Wong,Pass,Christian Hamel,Pass,Jean Surette,Pass,Mehmet Karman,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Christopher Vickers,Pass,Matt Masse,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Carissa Wong,Pass,Amelia Keenan,Pass,Mehmet Karman,Pass,Douglas Brierley,Pass,Carissa Wong,Pass,Douglas Brierley,Pass,Jean Surette,Pass,Carissa Wong,Pass,Mehmet Karman,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,James King,Pass,Will Leckie,Pass,Sandra Hanson,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Dan Shaver,Pass,Andrew W Cameron,Pass,Shubho Bo Biswas,Pass,Andrea Proulx,Pass,Shubho Bo Biswas,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Christopher Kraft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Celine Dumais,Pass,James King,Pass,Will Leckie,Pass,Mark Donahue,Pass,James King,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Andrea Proulx,Pass,Jean Surette,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Al Colantonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Jean Surette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Maya Popovic,Pass,Douglas Brierley,Pass,Mehmet Karman,Pass,Jean Surette,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Mark Donahue,Pass,Matt Masse,Pass,Christopher Vickers,Pass,Celine Dumais,Pass,Al Colantonio,Pass,Mark Donahue,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Amelia Keenan,Pass,Andrew W Cameron,Pass,Shubho Bo Biswas,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Christopher Vickers,Pass,Matt Masse,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Mehmet Karman,Pass,Jean Surette,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Christopher Vickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Christopher Vickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Mehmet Karman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Mehmet Karman,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Mark Donahue,Pass,Christopher Vickers,Pass,Matt Masse,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Andrea Proulx,Pass,Maya Popovic,Pass,Mehmet Karman,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Celine Dumais,Pass,Al Colantonio,Pass,James King,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Graham Brown,Pass,Maya Popovic,Pass,Mehmet Karman,Pass,Andrea Proulx,Pass,Maya Popovic,Pass,Jean Surette,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Christopher Vickers,Pass,Will Leckie,Pass,Christopher Vickers,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Mehmet Karman,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Will Leckie,Pass,Christopher Vickers,Pass,Sandra Hanson,Pass,Matt Masse,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Carissa Wong,Pass,Amelia Keenan,Pass,Douglas Brierley,Pass,Shubho Bo Biswas,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Mark Donahue,Pass,Will Leckie,Pass,Al Colantonio,Pass,Will Leckie,Pass,Mark Donahue,Pass,Sandra Hanson,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Mehmet Karman,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,James King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Christopher Kraft,Pass,Matt Masse,Pass,Kirsten Querbach,Pass,Celine Dumais,Pass,Christopher Vickers,Pass,James King,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sides,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pull,Douglas Brierley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,James King,Pass,Sandra Hanson,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Shubho Bo Biswas,Pass,Dan Shaver,Pass,Shubho Bo Biswas,Pass,Douglas Brierley,Pass,Shubho Bo Biswas,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Will Leckie,Pass,Kirsten Querbach,Pass,Will Leckie,Pass,Sandra Hanson,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Graham Brown,Pass,Andrea Proulx,Pass,Mehmet Karman,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Will Leckie,Pass,Christopher Vickers,Pass,Celine Dumais,Pass,Sandra Hanson,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Carissa Wong,Pass,Andrea Proulx,Pass,Carissa Wong,Pass,Graham Brown,Pass,Mehmet Karman,Pass,Christian Hamel,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Sandra Hanson,Pass,Matt Masse,Pass,Christopher Kraft,Pass,Matt Masse,Pass,Christopher Vickers,Pass,Matt Masse,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Andrea Proulx,Pass,Jean Surette,Pass,Carissa Wong,Pass,Andrea Proulx,Pass,Christian Hamel,Pass,Mehmet Karman,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Will Leckie,Pass,Christopher Kraft,Pass,Kirsten Querbach,Pass,Will Leckie,Pass,Kirsten Querbach,Pass,Matt Masse,Pass,Christopher Vickers,Pass,Will Leckie,Pass,Christopher Vickers,Pass,Celine Dumais,Pass,Matt Masse,Pass,Christopher Kraft,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Mehmet Karman,Pass,Andrea Proulx,Pass,Maya Popovic,Pass,Graham Brown,Pass,Andrea Proulx,Pass,Graham Brown,Pass,Mehmet Karman,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Christopher Kraft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Matt Masse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Mehmet Karman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Maya Popovic,Pass,Jean Surette,Pass,Mehmet Karman,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Celine Dumais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Matt Masse,Pass,Christopher Kraft,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Jean Surette,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Kirsten Querbach,Pass,Celine Dumais,Pass,Christopher Vickers,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Mehmet Karman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Christian Hamel,Pass,Mehmet Karman,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,James King,Pass,Al Colantonio,Pass,James King,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Amelia Keenan,Pass,Shubho Bo Biswas,Pass,Douglas Brierley,Pass,Dan Shaver,Pass,Douglas Brierley,Pass,Amelia Keenan,Pass,Maya Popovic,Pass,Shubho Bo Biswas,Pass,Andrew W Cameron,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Kirsten Querbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Kirsten Querbach,Pass,Al Colantonio,Pass,James King,Pass,Will Leckie,Pass,Kirsten Querbach,Pass,Will Leckie,Pass,Al Colantonio,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Dan Shaver,Pass,Maya Popovic,Pass,Douglas Brierley,Pass,Andrew W Cameron,Pass,Amelia Keenan,Pass,Shubho Bo Biswas,Pass,Andrew W Cameron,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Al Colantonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Andrea Proulx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Christian Hamel,Pass,Jean Surette,Pass,Christian Hamel,Pass,Andrea Proulx,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Kirsten Querbach,Pass,Mark Donahue,Pass,Will Leckie,Pass,James King,Pass,Matt Masse,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Dan Shaver,Pass,Andrew W Cameron,Pass,Douglas Brierley,Pass,Maya Popovic,Pass,Andrew W Cameron,Pass,Shubho Bo Biswas,Pass,Dan Shaver,Pass,Shubho Bo Biswas,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Celine Dumais,Pass,Al Colantonio,Pass,Kirsten Querbach,Pass,Al Colantonio,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Christian Hamel,Pass,Carissa Wong,Pass,Jean Surette,Pass,Christian Hamel,Pass,Jean Surette,Pass,Mehmet Karman,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Mark Donahue,Pass,Celine Dumais,Pass,Christopher Kraft,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Jean Surette,Pass,Graham Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Christopher Kraft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Christopher Kraft,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Mehmet Karman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Mehmet Karman,Pass,Christian Hamel,Pass,Andrea Proulx,Pass,Mehmet Karman,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Al Colantonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Mark Donahue,Pass,Christopher Vickers,Pass,Kirsten Querbach,Pass,Christopher Kraft,Pass,Christopher Vickers,Pass,Al Colantonio,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Andrew W Cameron,Pass,Shubho Bo Biswas,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Al Colantonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Will Leckie,Pass,Al Colantonio,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Andrew W Cameron,Pass,Shubho Bo Biswas,Pass,Maya Popovic,Pass,Shubho Bo Biswas,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,James King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Kirsten Querbach,Pass,Al Colantonio,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Mehmet Karman,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Mark Donahue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Kirsten Querbach,Pass,Christopher Vickers,Pass,Mark Donahue,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Jean Surette,Pass,Christian Hamel,Pass,Andrea Proulx,Pass,Mehmet Karman,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Will Leckie,Pass,Christopher Kraft,Pass,Celine Dumais,Pass,Mark Donahue,Pass,Christopher Vickers,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Dan Shaver,Pass,Shubho Bo Biswas,Pass,Andrew W Cameron,Pass,Dan Shaver,Pass,Andrew W Cameron,Pass,Shubho Bo Biswas,Pass,Maya Popovic,Pass,Douglas Brierley,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Will Leckie,Pass,James King,Pass,Kirsten Querbach,Pass,Christopher Vickers,Pass,James King,Pass,Will Leckie,Pass,James King,Pass,Christopher Vickers,Pass,James King,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Carissa Wong,Pass,Andrea Proulx,Pass,Christian Hamel,Pass,Andrea Proulx,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Celine Dumais,Pass,Christopher Kraft,Pass,James King,Pass,Will Leckie,Pass,Christopher Vickers,Pass,James King,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Carissa Wong,Pass,Christian Hamel,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Christopher Vickers,Pass,Christopher Kraft,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Maya Popovic,Pass,Dan Shaver,Pass,Andrew W Cameron,Pass,Douglas Brierley,Pass,Shubho Bo Biswas,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Christopher Vickers,Pass,Will Leckie,Pass,Christopher Vickers,Pass,Christopher Kraft,Pass,Christopher Vickers,Pass,Kirsten Querbach,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Dump, Swing, Huck, Repeat vs A Windmill Full of Corpses",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,,1st half,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,,2nd half,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,,Score,17,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pull,Laura Chambers Storey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Yingdi Wu,Pass,Dan Thomson,Pass,An Tran,Pass,Ariel Untiveros,Pass,Yingdi Wu,Pass,Stanley Kent,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drop,Rob Ives,Pass,Stephanie Fowler,Pass,Richard Gregory,Pass,Rob Ives,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Melissa Berry,Pass,Hope Celani,Pass,Stanley Kent,Pass,Morgan Howard,Pass,Rob Tyson,Pass,Ariel Untiveros,Pass,Stanley Kent,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,POINT,Ivan Sabourin,Pass,Patrick Gauvin,Pass,Marc Gobeil,Pass,Laura Chambers Storey,Pass,Lissa Greenspoon,Pass,Laura Chambers Storey,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Stanley Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,<<<<<<,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Throw Away,Erik Burton,Pass,Richard Gregory,Pass,Marc Gobeil,,,,,,,,,,,,,,,,,,,,,,,,
,Direction,>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,Yingdi Wu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
